stage,key,name,namespace,text,confidence
n024a,ord:4070,,,You can switch view modes with the Solid Eye.,layout
n024a,ord:4092,,,Threat Ring,layout
n024a,ord:4098,,,"When Snake crouches or lies down \n(by using the × button), \nthe Threat Ring will be displayed around him.",layout
n024a,ord:4104,,,"The Threat Ring shows the presence of threats and \nwill help you identify enemy positions.",layout
n024a,ord:4110,,,Mk.II: Special Features,layout
n024a,ord:4116,,,"If many players join a Sneaking Mission match, \none player becomes Mk.II and can support Snake.",layout
n024a,ord:4122,,,"Press the × button to turn the Mk.II's stealth function\non and avoid detection by enemies.",layout
n024a,ord:4128,,,"When the manipulator is equipped, press the \nL1 button to ready it, and the R1 button to \nrelease an electric shock attack.",layout
n024a,ord:4134,,,"When the Display Magazine is equipped, press the \nL1 button to turn it on and display a sexy centerfold,\nwhich will incapacitate your enemies.",layout
n024a,ord:4140,,,Press the △ button next to a targetable object to \nperform actions such as knock on walls \nand disarm traps.,layout
n024a,ord:4146,,,Go with Snake on a Sneaking Mission \nand give him support.,layout
n024a,ord:4152,,,Meryl: Special Features,layout
n024a,ord:4158,,,Meryl is a fearsome leader.,layout
n024a,ord:4164,,,"The positions of enemies she shoots and \nenemies targeting her are visually shared with \nother team members through the SOP system.",layout
n024a,ord:4170,,,"Meryl will raise the spirits of \nteammates nearby to help them recover Psyche.",layout
n024a,ord:4176,,,"She can also help unconscious teammates \nget up faster.",layout
n024a,ord:4188,,,Johnny (Akiba): Special Features,layout
n024a,ord:4194,,,Johnny is an expert at disarming traps.,layout
n024a,ord:4200,,,"All traps in the stage \nwill be displayed on his screen.",layout
n024a,ord:4206,,,"Press the △ button to disarm \nsurrounding traps and turn them into items.",layout
n024a,ord:4212,,,"Johnny is not equipped with nanomachines and \ndoes not have access to the SOP system.",layout
n024a,ord:4218,,,Liquid Ocelot: Special Features,layout
n024a,ord:4224,,,"Compared to other characters, \nLiquid Ocelot has a wider range of CQC.",layout
n024a,ord:4230,,,Use the Stun Knife to shock and knock out \nenemies that you have captured with CQC.,layout
n024a,ord:4236,,,"When pressing the R1 button continuously to punch,\nthe third hit will result in greater damage.",layout
n024a,ord:4242,,,"If you use the R2 button to deliver the third \nhit of a combo, it will result in a headbutt.",layout
n024a,ord:4248,,,"You can use the G.O.P. and THOR.45-70, \nweapons exclusive to Liquid Ocelot.",layout
n024a,ord:4254,,,"When a round ends under certain circumstances, \nyou can erase the outcome of that round. \nHowever, this ability can only be used once. ",layout
n024a,ord:4260,,,Mei Ling: Special Features,layout
n024a,ord:4266,,,"Since she is not a combatant, \nMei Ling cannot select certain lethal weapons \nfrom the weapons menu.",layout
n024a,ord:4272,,,She is also unable to use CQC.,layout
n024a,ord:4278,,,"You can use the MISSOURI and Soliton Sonar, \nweapons exclusive to the expert support member \nMei Ling.",layout
n024a,ord:4284,,,"You can't use CQC, but you can use SCANNING on \nenemies who are unconscious or asleep by \ncrouching near them and pressing the △ button\nwhen you have Scanning Plug equipped.",layout
n024a,ord:4290,,,Mei Ling can entrance opponents \nby striking a pose with the △ button.,layout
n024a,ord:4296,,,Raiden Features,layout
n024a,ord:4302,,,Raiden is endowed with superior physical abilities.,layout
n024a,ord:4308,,,He moves extremely quickly and can jump up to \nhigh places where ordinary soldiers would need a \nboost by pressing the △ button.,layout
n024a,ord:4314,,,He can also fall from any height and \nland without taking damage.,layout
n024a,ord:4320,,,Special Weapons: \nRaiden can use the High Frequency Blade and \nThrowing Knives.,layout
n024a,ord:4326,,,Equipping the High Frequency Blade enables him to\ndeflect attacks from the front.,layout
n024a,ord:4332,,,All traps in the stage will be displayed on \nhis visor display when visor is closed.,layout
n024a,ord:4338,,,Raiden has no nanomachines in his body and \ncannot perform an SOP Link.,layout
n024a,ord:4344,,,VAMP Features,layout
n024a,ord:4350,,,VAMP is endowed with superior physical abilities.,layout
n024a,ord:4356,,,Special Weapons: \nVAMP can use the Combat Knife and \nThrowing Knives.,layout
n024a,ord:4634,,,Attacking,layout
n024a,ord:4640,,,Acknowledgements,layout
n024a,ord:4646,,,Defensive,layout
n024a,ord:4657,,,Commands,layout
n024a,ord:4663,,,Praising,layout
n024a,ord:4669,,,Others,layout
n024a,ord:4675,,,Upset,layout
n024a,ord:4681,,,Go! Go! Go!,layout
n024a,ord:4699,,,Go...! Go! Go! Go!,layout
n024a,ord:4706,,,The enemy's here!,layout
n024a,ord:4712,,,Enemy sighted!,layout
n024a,ord:4718,,,It's the enemy!,layout
n024a,ord:4724,,,We've got company!,layout
n024a,ord:4748,,,Enemy's coming at us!,layout
n024a,ord:4776,,,"Ugh, the enemy!",layout
n024a,ord:4783,,,Cover!,layout
n024a,ord:4797,,,Gimme some backup!,layout
n024a,ord:4822,,,Back me up!,layout
n024a,ord:4832,,,Donnez-moi des renforts !,layout
n024a,ord:4839,,,"Back me up, OK?",layout
n024a,ord:4861,,,"No, wait!",layout
n024a,ord:4867,,,Wait! Stop!,layout
n024a,ord:4876,,,"Uh, hold on, please!",layout
n024a,ord:4884,,,Hold it right there!,layout
n024a,ord:4897,,,Roger that.,layout
n024a,ord:4903,,,Got it.,layout
n024a,ord:4909,,,You can count on me.,layout
n024a,ord:4915,,,You got it.,layout
n024a,ord:4923,,,No problem!,layout
n024a,ord:4945,,,OK.,layout
n024a,ord:4962,,,Follow me!,layout
n024a,ord:4968,,,This way!,layout
n024a,ord:4990,,,Keep up!,layout
n024a,ord:4996,,,"You're coming, right?",layout
n024a,ord:5002,,,Come on already!,layout
n024a,ord:5008,,,You coming or what?,layout
n024a,ord:5025,,,Come with me.,layout
n024a,ord:5042,,,Uh uh.,layout
n024a,ord:5048,,,"Sorry, but no.",layout
n024a,ord:5054,,,No can do!,layout
n024a,ord:5060,,,Not gonna happen.,layout
n024a,ord:5071,,,I don't think so.,layout
n024a,ord:5077,,,I dunno...,layout
n024a,ord:5083,,,Not a chance.,layout
n024a,ord:5089,,,"Yeah, right.",layout
n024a,ord:5113,,,I refuse.,layout
n024a,ord:5124,,,I don't think so...,layout
n024a,ord:5133,,,"Ugh, no way!",layout
n024a,ord:5142,,,All clear.,layout
n024a,ord:5157,,,It looks safe.,layout
n024a,ord:5168,,,"We're all clear, right?",layout
n024a,ord:5174,,,Looks clear to me.,layout
n024a,ord:5180,,,Coast is clear!,layout
n024a,ord:5225,,,I'll cover you.,layout
n024a,ord:5253,,,Huh? Oh right... Cover you!,layout
n024a,ord:5290,,,"Don't worry, I'll cover you!",layout
n024a,ord:5297,,,Defend the target!,layout
n024a,ord:5303,,,Guard the target!,layout
n024a,ord:5322,,,Guard the damn target!,layout
n024a,ord:5349,,,P-protégez la cible !,layout
n024a,ord:5358,,,Stay together!,layout
n024a,ord:5369,,,Everyone stick together!,layout
n024a,ord:5375,,,"Stay together, people!",layout
n024a,ord:5385,,,We've gotta stick together!,layout
n024a,ord:5395,,,"Stick together, kiddies.",layout
n024a,ord:5401,,,"Form up, we're moving!",layout
n024a,ord:5408,,,Stick together and move out!,layout
n024a,ord:5422,,,"Keep together. Now, move it!",layout
n024a,ord:5428,,,Stay together! Let's go!,layout
n024a,ord:5434,,,Stay together. Let's go!,layout
n024a,ord:5440,,,Come along!,layout
n024a,ord:5446,,,Everybody stay close now!,layout
n024a,ord:5456,,,Fall back!,layout
n024a,ord:5473,,,Time to go!,layout
n024a,ord:5492,,,Everybody back!,layout
n024a,ord:5527,,,Let's retreat!,layout
n024a,ord:5533,,,Take cover!,layout
n024a,ord:5544,,,Get your ass to some cover!,layout
n024a,ord:5550,,,"Take cover, folks!",layout
n024a,ord:5561,,,Everyone take cover!,layout
n024a,ord:5567,,,Sorry.,layout
n024a,ord:5573,,,My fault!,layout
n024a,ord:5579,,,Sorry about that.,layout
n024a,ord:5585,,,I blew it!,layout
n024a,ord:5593,,,My bad.,layout
n024a,ord:5604,,,"Oh, I'm really sorry!",layout
n024a,ord:5610,,,Whoops.,layout
n024a,ord:5640,,,"Look, I'm sorry!",layout
n024a,ord:5655,,,Awesome!,layout
n024a,ord:5661,,,Nice!,layout
n024a,ord:5683,,,That was awesome!,layout
n024a,ord:5689,,,Whoa... Amazing!,layout
n024a,ord:5708,,,That was great!,layout
n024a,ord:5714,,,You did great!,layout
n024a,ord:5730,,,Lookin' good!,layout
n024a,ord:5739,,,Pretty darn good.,layout
n024a,ord:5745,,,Perfect!,layout
n024a,ord:5756,,,Don't die on me.,layout
n024a,ord:5762,,,Hang in there!,layout
n024a,ord:5768,,,Good luck!,layout
n024a,ord:5774,,,Bonne chance.,layout
n024a,ord:5808,,,Do your best!,layout
n024a,ord:5820,,,Make us proud!,layout
n024a,ord:5831,,,Do a good job!,layout
n024a,ord:5837,,,I know you can do it!,layout
n024a,ord:5845,,,I'm counting on you.,layout
n024a,ord:5851,,,It's up to you!,layout
n024a,ord:5857,,,C'mon!,layout
n024a,ord:5873,,,C'mon! For me.,layout
n024a,ord:5884,,,"Well, don't just stand there!",layout
n024a,ord:5890,,,"You're up, slugger.",layout
n024a,ord:5896,,,Come on!,layout
n024a,ord:5904,,,It's up to you now!,layout
n024a,ord:5915,,,It's all you!,layout
n024a,ord:5921,,,Ç-ça dépend de toi.,layout
n024a,ord:5956,,,Enemy attack! Position unconfirmed!,layout
n024a,ord:5962,,,Enemy fire! Where the hell's it comin' from?!,layout
n024a,ord:5968,,,I'm being attacked! I can't see the enemy!,layout
n024a,ord:5999,,,The enemy is attacking! Position unknown!,layout
n024a,ord:6015,,,Enemy is attacking! Location unknown!,layout
n024a,ord:6076,,,I know! Go around!,layout
n024a,ord:6111,,,Somebody! Anybody!,layout
n024a,ord:6122,,,Need somebody over here!,layout
n024a,ord:6128,,,I need assistance!,layout
n024a,ord:6135,,,Somebody help!,layout
n024a,ord:6146,,,"Help! Somebody, help!",layout
n024a,ord:6152,,,Kommt mal einer her!,layout
n024a,ord:6160,,,Come here!,layout
n024a,ord:6166,,,Grenade!,layout
n024a,ord:6231,,,Engaging the enemy!,layout
n024a,ord:6252,,,Kampfhandlungen mit dem Feind!,layout
n024a,ord:6259,,,I'm engaging the enemy! Yaaaah!,layout
n024a,ord:6313,,,Reinforcements requested!,layout
n024a,ord:6322,,,I need reinforcements ASAP!,layout
n024a,ord:6328,,,I need reinforcements! Hurry!,layout
n024a,ord:6334,,,Some reinforcements would be nice!,layout
n024a,ord:6340,,,Anybody wanna give me a hand?,layout
n024a,ord:6357,,,Where are my reinforcements?,layout
n024a,ord:6374,,,Enemy eliminated!,layout
n024a,ord:6380,,,Enemy annihilated!,layout
n024a,ord:6406,,,Enemy defeated. ,layout
n024a,ord:6423,,,Enemy neutralized!,layout
n024a,ord:6445,,,"Enemy, eliminated!",layout
n024a,ord:6454,,,OK !,layout
n024a,ord:6463,,,O-OK !,layout
n024a,ord:6474,,,What's our leader's position?,layout
n024a,ord:6480,,,Gimme our leader's position.,layout
n024a,ord:6491,,,Where's the chief?,layout
n024a,ord:6508,,,Wh-Where's our leader?,layout
n024a,ord:6514,,,I need to know where the leader is.,layout
n024a,ord:6520,,,"Here, leader, leader!",layout
n024a,ord:6526,,,Give me the leader's position!,layout
n024a,ord:6532,,,Tell me where the leader is.,layout
n024a,ord:6538,,,Send me the leader's location!,layout
n024a,ord:6554,,,Where'd our leader go?,layout
n024a,ord:6560,,,Where's our leader...?,layout
n024a,ord:6569,,,Where's our leader now?,layout
n024a,ord:6575,,,Good soldiers make graves.,layout
n024a,ord:6581,,,It could have been me...,layout
n024a,ord:6587,,,You never know when it's gonna be your turn.,layout
n024a,ord:6593,,,I wonder who's next...,layout
n024a,ord:6599,,,"No time for tears. We're all as good as dead, anyway.",layout
n024a,ord:6605,,,Never forget the fallen...,layout
n024a,ord:6611,,,I'm OK. I'm not gonna die today. I'm OK!,layout
n024a,ord:6617,,,"Wrong place, wrong time.",layout
n024a,ord:6623,,,Gonna miss that guy...,layout
n024a,ord:6629,,,The good do die young...,layout
n024a,ord:6635,,,I can't believe you're gone!,layout
n024a,ord:6641,,,You fool! Why the big rush to die?!,layout
n024a,ord:6647,,,"One of us is lost, but we fight on.",layout
n024a,ord:6653,,,Look what your recklessness has done!,layout
n024a,ord:6659,,,I'll see you in hell...,layout
n024a,ord:6670,,,You brought this on yourself.,layout
n024a,ord:6676,,,You're in a better place now...,layout
n024a,ord:6682,,,See what happens when you get reckless?,layout
n024a,ord:6688,,,There's no stopping people like that!,layout
n024a,ord:6700,,,Anyone could have seen this coming.,layout
n024a,ord:6706,,,Until we meet again.,layout
n024a,ord:6712,,,Reckless moron...,layout
n024a,ord:6718,,,That's what being reckless gets you...,layout
n024a,ord:6724,,,Honestly... What did you expect to happen?,layout
n024a,ord:6730,,,Saw that one coming...,layout
n024a,ord:6740,,,Why didn't anybody stop you?,layout
n024a,ord:6746,,,Why? Why would you do such a thing?,layout
n024a,ord:6752,,,It's just not fair...,layout
n024a,ord:6758,,,You brought this on yourself...,layout
n024a,ord:6764,,,You idiot... Why'd you have to be so reckless...?!,layout
n024a,ord:6770,,,You shouldn't have been so reckless...,layout
n024a,ord:6776,,,I won't cry for you. Why should I...?,layout
n024a,ord:6782,,,Rest in peace...,layout
n024a,ord:6799,,,I heard something.,layout
n024a,ord:6805,,,I heard something...,layout
n024a,ord:6811,,,Where'd that sound come from?,layout
n024a,ord:6817,,,Thought I heard something...,layout
n024a,ord:6823,,,Someone there?,layout
n024a,ord:6829,,,What's that sound?,layout
n024a,ord:6835,,,Hm? You hear something?,layout
n024a,ord:6848,,,Hm? Did you hear that?,layout
n024a,ord:6855,,,What was that?,layout
n024a,ord:6861,,,What was that noise?,layout
n024a,ord:6872,,,What was that? I heard something!,layout
n024a,ord:6878,,,Don't see anybody.,layout
n024a,ord:6884,,,Nobody here.,layout
n024a,ord:6900,,,Doesn't look like anyone's here...,layout
n024a,ord:6937,,,Not a soul to be seen.,layout
n024a,ord:6943,,,Not a soul around.,layout
n024a,ord:6954,,,Huh? I must be imagining things...,layout
n024a,ord:6993,,,Look! Enemy! Enemy!,layout
n024a,ord:6999,,,Score!,layout
n024a,ord:7036,,,Tooor ...!,layout
n024a,ord:7045,,,Pass! Pass!,layout
n024a,ord:7051,,,Pass the ball!,layout
n024a,ord:7057,,,Pass already!,layout
n024a,ord:7063,,,Pass it!,layout
n024a,ord:7069,,,Pass it over here!,layout
n024a,ord:7075,,,Pass me the damn ball!,layout
n024a,ord:7081,,,Over here.,layout
n024a,ord:7091,,,"C'mon, pass it!",layout
n024a,ord:7106,,,Pass it this way!,layout
n024a,ord:7119,,,"Ooh! Pass, pass!",layout
n024a,ord:7125,,,Shoot!,layout
n024a,ord:7131,,,Now's your chance!,layout
n024a,ord:7137,,,Go for it! Shoot!,layout
n024a,ord:7144,,,Take the shot!,layout
n024a,ord:7150,,,"C'mon, shoot!",layout
n024a,ord:7156,,,"Tire, tire !",layout
n024a,ord:7186,,,Yes! Shoot it!,layout
n024a,ord:7192,,,Run!,layout
n024a,ord:7216,,,Run! Run! Run!,layout
n024a,ord:7222,,,Run like hell!,layout
n024a,ord:7254,,,"Run, everyone!",layout
n024a,ord:7260,,,One! Two! Three! Go!,layout
n024a,ord:7266,,,One! Two! Three! Start!,layout
n024a,ord:7274,,,One! Two! Three! Go! Go! Go!,layout
n024a,ord:7296,,,"3, 2, 1, parteeeez !",layout
n024a,ord:7305,,,Game on!,layout
n024a,ord:7374,,,Game over.,layout
n024a,ord:7405,,,¡Se ha acabado la partida!,layout
n024a,ord:7412,,,Game's all done!,layout
n024a,ord:7419,,,Hey.,layout
n024a,ord:7449,,,Sup!,layout
n024a,ord:7455,,,How's it going?,layout
n024a,ord:7466,,,Hello!,layout
n024a,ord:7472,,,Greetings.,layout
n024a,ord:7480,,,All right! Let's get it on!,layout
n024a,ord:7490,,,Just don't get in my way!,layout
n024a,ord:7510,,,Gotta go!,layout
n024a,ord:7516,,,Adios!,layout
n024a,ord:7524,,,Goodbye and good luck.,layout
n024a,ord:7540,,,Buh-bye!,layout
n024a,ord:7548,,,"Bye, now!",layout
n024a,ord:7554,,,Seeya!,layout
n024a,ord:7569,,,What? You're leaving?!,layout
n024a,ord:7575,,,"Thanks, see you next time!",layout
n024a,ord:7581,,,See you later!,layout
n024a,ord:7587,,,Seeya around.,layout
n024a,ord:7598,,,See ya around sometime.,layout
n024a,ord:7609,,,See ya when I see ya.,layout
n024a,ord:7616,,,Until next time.,layout
n024a,ord:7622,,,Keep in touch!,layout
n024a,ord:7649,,,See you next time.,layout
n024a,ord:7655,,,"We'll meet again, won't we?",layout
n024a,ord:7666,,,My stomach...,layout
n024a,ord:7672,,,Nature calls...,layout
n024a,ord:7678,,,Bathroom break...,layout
n024a,ord:7684,,,Gimme a sec...,layout
n024a,ord:7690,,,"Excuse me, but I gotta...",layout
n024a,ord:7696,,,"Aw, hell! Think I got the runs again...",layout
n024a,ord:7702,,,I think I'm just gonna head to the...,layout
n024a,ord:7708,,,"Oh, my stomach!",layout
n024a,ord:7714,,,Urgle... my stomach...,layout
n024a,ord:7724,,,Oops! I'll be right back.,layout
n024a,ord:7740,,,I have to go to the bathroom...,layout
n024a,ord:7746,,,My gut...,layout
n024a,ord:7752,,,My stomach... It's killing me.,layout
n024a,ord:7763,,,Ooh... I... I'll be right back...,layout
n024a,ord:7769,,,That's gotta be a record.,layout
n024a,ord:7775,,,Now that's a lot of weight...,layout
n024a,ord:7781,,,That's a new record!,layout
n024a,ord:7787,,,Could be a new record...,layout
n024a,ord:7793,,,"Yeah, that's a new record!",layout
n024a,ord:7799,,,A new record.,layout
n024a,ord:7805,,,That was a new record!,layout
n024a,ord:7811,,,That must be a new record!,layout
n024a,ord:7817,,,"Ahh... Whoa, new record...",layout
n024a,ord:7823,,,That must have been a new record.,layout
n024a,ord:7829,,,That was like some kind of record or something.,layout
n024a,ord:7835,,,Woo! It's a new record!,layout
n024a,ord:7841,,,Just might be a new record...,layout
n024a,ord:7847,,,I've just made a new record.,layout
n024a,ord:7858,,,That was a new record.,layout
n024a,ord:7869,,,"Whew... Oh, hee hee hee...",layout
n024a,ord:7875,,,I'm back.,layout
n024a,ord:7884,,,I'm back!,layout
n024a,ord:7892,,,"Hey, I'm back now.",layout
n024a,ord:7910,,,Miss me?,layout
n024a,ord:7917,,,Me revoilà !!,layout
n024a,ord:7925,,,"Yo, I'm back.",layout
n024a,ord:7939,,,"I'm back, everybody!",layout
n024a,ord:7945,,,Welcome back.,layout
n024a,ord:7951,,,Good to have you back.,layout
n024a,ord:7957,,,There you are!,layout
n024a,ord:7986,,,"Couldn't leave us, huh?",layout
n024a,ord:7994,,,Welcome back!,layout
n024a,ord:8005,,,"Hey, welcome back.",layout
n024a,ord:8013,,,"What, you're back?",layout
n024a,ord:8019,,,"Oh good, you're back!",layout
n024a,ord:8025,,,"Sorry, gotta go.",layout
n024a,ord:8031,,,Got something else to do. Sorry!,layout
n024a,ord:8037,,,"Gotta split. I know, I know...",layout
n024a,ord:8043,,,Gotta go. Good luck people!,layout
n024a,ord:8049,,,I'm afraid I can't stay.,layout
n024a,ord:8055,,,"Sorry guys, I'm outta here.",layout
n024a,ord:8061,,,Gotta dash. Sorry guys!,layout
n024a,ord:8067,,,"Sorry, I gotta get out of here.",layout
n024a,ord:8089,,,"Sorry, you're on your own!",layout
n024a,ord:8095,,,Gotta split. Good luck to ya!,layout
n024a,ord:8101,,,I'm afraid I'm going to have to pull out.,layout
n024a,ord:8107,,,"Sorry, but I gotta go.",layout
n024a,ord:8118,,,Take care of things while I'm gone - or else!,layout
n024a,ord:8124,,,"Sorry, you guys go on without me!",layout
n024a,ord:8130,,,"Sorry, I'm going to have to pull out.",layout
n024a,ord:8136,,,Thank you.,layout
n024a,ord:8143,,,Thanks!,layout
n024a,ord:8149,,,Much obliged.,layout
n024a,ord:8155,,,I'm really grateful.,layout
n024a,ord:8161,,,I owe ya.,layout
n024a,ord:8186,,,I appreciate it.,layout
n024a,ord:8207,,,"I guess I owe you a ""thanks.""",layout
n024a,ord:8213,,,"Oh, thank you!",layout
n024a,ord:8222,,,Leave it to me.,layout
n024a,ord:8233,,,I'll take care of it.,layout
n024a,ord:8239,,,I'll handle it.,layout
n024a,ord:8245,,,No worries.,layout
n024a,ord:8256,,,You can leave it to me.,layout
n024a,ord:8262,,,Let me handle it.,layout
n024a,ord:8268,,,I'm your man!,layout
n024a,ord:8279,,,I'll take this one!,layout
n024a,ord:8293,,,Leave this one to me!,layout
n024a,ord:8299,,,Gimme this one!,layout
n024a,ord:8305,,,I've got this one.,layout
n024a,ord:8321,,,Connecting.,layout
n024a,ord:8327,,,I'm hooking in!,layout
n024a,ord:8333,,,I'm hooking in with ya!,layout
n024a,ord:8339,,,I'm connecting.,layout
n024a,ord:8345,,,Commencing connectivity!,layout
n024a,ord:8351,,,I'm hooking us together!,layout
n024a,ord:8357,,,I'm connecting...,layout
n024a,ord:8363,,,"All right, hooking in!",layout
n024a,ord:8369,,,Making the connection.,layout
n024a,ord:8379,,,"OK, let's hook in.",layout
n024a,ord:8403,,,Mind if we connect?,layout
n024a,ord:8419,,,"OK, I'm getting us connected.",layout
n024a,ord:8425,,,Reload!,layout
n024a,ord:8434,,,Excellent!,layout
n024a,ord:8440,,,That was amazing!,layout
n024a,ord:8455,,,Very good!,layout
n024a,ord:8461,,,No complaints here.,layout
n024a,ord:8467,,,You're good!,layout
n024a,ord:8490,,,Félicitations ! Je suis contente !,layout
n024a,ord:8514,,,"OK, c'mon!",layout
n024a,ord:8530,,,Ready when you are.,layout
n024a,ord:8536,,,"C'mon, let's go!",layout
n024a,ord:8542,,,Let's go! Let's go!,layout
n024a,ord:8548,,,Quit stallin'!,layout
n024a,ord:8554,,,"Come on, man! Let's go!",layout
n024a,ord:8584,,,"Hurry up, now!",layout
n024a,ord:8601,,,All set!,layout
n024a,ord:8610,,,Ready!,layout
n024a,ord:8616,,,Get up there!,layout
n024a,ord:8630,,,Hop to it!,layout
n024a,ord:8636,,,"C'mon, hurry up!",layout
n024a,ord:8642,,,Hop on already!,layout
n024a,ord:8648,,,Coming?,layout
n024a,ord:8669,,,Quickly!,layout
n024a,ord:8692,,,"I'm not doing this for you guys, you know!",layout
n024a,ord:8698,,,"I'm not doing this for you, you know!",layout
n024a,ord:8715,,,KEROTAN! Go!,layout
n024a,ord:8721,,,To KEROTAN.,layout
n024a,ord:8727,,,Proceed to KEROTAN!,layout
n024a,ord:8733,,,KEROTAN! Now!,layout
n024a,ord:8739,,,Uhh... KEROTAN.,layout
n024a,ord:8745,,,KEROTA-A-AN!,layout
n024a,ord:8757,,,KEROTAN!,layout
n024a,ord:8787,,,Uhh... GA-KO.,layout
n024a,ord:8815,,,GA-KO!,layout
n024a,ord:8834,,,Base 1! Move it!,layout
n024a,ord:8840,,,To Base 1.,layout
n024a,ord:8846,,,Proceed to Base 1!,layout
n024a,ord:8852,,,Base 1! Now!,layout
n024a,ord:8858,,,Uhh... Base 1.,layout
n024a,ord:8883,,,Base 1!,layout
n024a,ord:8903,,,Base 2! Move it!,layout
n024a,ord:8909,,,To Base 2.,layout
n024a,ord:8915,,,Proceed to Base 2!,layout
n024a,ord:8921,,,Base 2! Now!,layout
n024a,ord:8927,,,Uhh... Base 2.,layout
n024a,ord:8952,,,Base 2!,layout
n024a,ord:8972,,,Base 3! Move it!,layout
n024a,ord:8978,,,To Base 3.,layout
n024a,ord:8984,,,Proceed to Base 3!,layout
n024a,ord:8990,,,Base 3! Now!,layout
n024a,ord:8996,,,Uhh... Base 3.,layout
n024a,ord:9021,,,Base 3!,layout
n024a,ord:9041,,,Base 4! Move it!,layout
n024a,ord:9047,,,To Base 4.,layout
n024a,ord:9053,,,Proceed to Base 4!,layout
n024a,ord:9059,,,Base 4! Now!,layout
n024a,ord:9065,,,Uhh... Base 4.,layout
n024a,ord:9090,,,Base 4!,layout
n024a,ord:9110,,,Base 5! Move it!,layout
n024a,ord:9116,,,To Base 5.,layout
n024a,ord:9122,,,Proceed to Base 5!,layout
n024a,ord:9128,,,Base 5! Now!,layout
n024a,ord:9134,,,Uhh... Base 5.,layout
n024a,ord:9159,,,Base 5!,layout
n024a,ord:9168,,,Look out above!,layout
n024a,ord:9174,,,Watch out up top!,layout
n024a,ord:9180,,,Eyes up!,layout
n024a,ord:9186,,,Look out above.,layout
n024a,ord:9192,,,"Company, eyes up!",layout
n024a,ord:9198,,,"Eyes up top, people!",layout
n024a,ord:9204,,,Up! Look up!,layout
n024a,ord:9210,,,Eyes to the skies!,layout
n024a,ord:9216,,,Be careful above you!,layout
n024a,ord:9230,,,En haut.,layout
n024a,ord:9239,,,Maybe we should look out above us...,layout
n024a,ord:9245,,,You watching above us or what!?,layout
n024a,ord:9251,,,"OK, everybody look out above!",layout
n024a,ord:9257,,,Look out below!,layout
n024a,ord:9263,,,Watch out down below!,layout
n024a,ord:9269,,,Eyes down!,layout
n024a,ord:9275,,,Watch out below.,layout
n024a,ord:9281,,,"Company, eyes down!",layout
n024a,ord:9287,,,"Watch out below you, people!",layout
n024a,ord:9293,,,Down! Look down!,layout
n024a,ord:9299,,,Eyes to the ground!,layout
n024a,ord:9317,,,I think we should watch out below us...,layout
n024a,ord:9323,,,"Keep your eyes down, soldier!",layout
n024a,ord:9329,,,Everybody watch out below you!,layout
n024a,ord:9335,,,There's a trap!,layout
n024a,ord:9341,,,Trap! Careful!,layout
n024a,ord:9347,,,Trap!,layout
n024a,ord:9353,,,Watch the trap.,layout
n024a,ord:9359,,,Trap in the vicinity!,layout
n024a,ord:9365,,,Trap over here!,layout
n024a,ord:9371,,,It's a trap...,layout
n024a,ord:9377,,,Don't overlook the trap!,layout
n024a,ord:9386,,,Watch out for the trap!,layout
n024a,ord:9397,,,It could be a t-trap...,layout
n024a,ord:9408,,,"Trap! Everyone, be careful!",layout
n024a,ord:9414,,,Watch for boxes!,layout
n024a,ord:9420,,,Careful of those boxes!,layout
n024a,ord:9436,,,Maintain box vigilance!,layout
n024a,ord:9442,,,These boxes are the worst!,layout
n024a,ord:9448,,,W-watch for boxes...,layout
n024a,ord:9454,,,Don't let the boxes fool ya!,layout
n024a,ord:9462,,,Be vigilant for boxes!,layout
n024a,ord:9468,,,Check the boxes!,layout
n024a,ord:9474,,,M-maybe they're hiding in the boxes...,layout
n024a,ord:9480,,,You watching those boxes!?,layout
n024a,ord:9491,,,Go all out!,layout
n024a,ord:9502,,,Give 'em hell!,layout
n024a,ord:9508,,,Go for it.,layout
n024a,ord:9514,,,Take no prisoners!,layout
n024a,ord:9520,,,Come get some!,layout
n024a,ord:9526,,,Give it all you got?,layout
n024a,ord:9532,,,Show 'em who's boss!,layout
n024a,ord:9543,,,Let's go all out!,layout
n024a,ord:9549,,,Show 'em what you got!,layout
n024a,ord:9555,,,Let's do this.,layout
n024a,ord:9561,,,No holding back now!,layout
n024a,ord:9567,,,Go kick some tail!,layout
n024a,ord:9573,,,You think we should go all out?,layout
n024a,ord:9584,,,Here we go...,layout
n024a,ord:9590,,,Use caution.,layout
n024a,ord:9596,,,Be careful here.,layout
n024a,ord:9602,,,Quiet down.,layout
n024a,ord:9608,,,"Careful, now.",layout
n024a,ord:9614,,,Proceed with caution!,layout
n024a,ord:9620,,,Everybody chill out.,layout
n024a,ord:9626,,,Can we all be quiet now?,layout
n024a,ord:9632,,,"Careful, people...",layout
n024a,ord:9643,,,Careful!,layout
n024a,ord:9651,,,"Careful, everyone!",layout
n024a,ord:9657,,,Please... keep it down...,layout
n024a,ord:9668,,,We have to be careful...,layout
n024a,ord:9674,,,Setting SOP DESTAB!,layout
n024a,ord:9680,,,Setting SOP DESTAB now!,layout
n024a,ord:9686,,,How about this? SOP DESTAB!,layout
n024a,ord:9697,,,SOP DESTAB deployed!,layout
n024a,ord:9703,,,Here it comes!SOP DESTAB!,layout
